13,156,97,116.161613622383,41.8303371199925,242.650980392157/1,0,0
13,149,102,116.161613622383,41.8303371199925,242.650980392157/1,0,0
13,146,102,116.161613622383,41.8303371199925,242.650980392157/1,0,0
148,25,64,116.161613622383,41.8303371199925,242.650980392157/0,1,0
11,123,114,116.161613622383,41.8303371199925,242.650980392157/1,0,0
15,149,96,116.161613622383,41.8303371199925,242.650980392157/1,0,0
13,146,103,116.161613622383,41.8303371199925,242.650980392157/1,0,0
112,232,27,116.161613622383,41.8303371199925,242.650980392157/0,0,1
14,155,94,116.161613622383,41.8303371199925,242.650980392157/1,0,0
14,156,92,116.161613622383,41.8303371199925,242.650980392157/1,0,0
15,155,92,116.161613622383,41.8303371199925,242.650980392157/1,0,0
162,27,78,116.161613622383,41.8303371199925,242.650980392157/0,1,0
15,154,93,116.161613622383,41.8303371199925,242.650980392157/1,0,0
15,157,97,116.161613622383,41.8303371199925,242.650980392157/1,0,0
109,243,22,116.161613622383,41.8303371199925,242.650980392157/0,0,1
13,152,100,116.161613622383,41.8303371199925,242.650980392157/1,0,0
108,240,22,116.161613622383,41.8303371199925,242.650980392157/0,0,1
111,241,22,116.161613622383,41.8303371199925,242.650980392157/0,0,1
109,242,22,116.161613622383,41.8303371199925,242.650980392157/0,0,1
144,27,70,116.161613622383,41.8303371199925,242.650980392157/0,1,0
155,25,64,116.161613622383,41.8303371199925,242.650980392157/0,1,0
99,245,15,116.161613622383,41.8303371199925,242.650980392157/0,0,1
134,24,58,116.161613622383,41.8303371199925,242.650980392157/0,1,0
14,152,107,116.161613622383,41.8303371199925,242.650980392157/1,0,0
106,228,20,116.161613622383,41.8303371199925,242.650980392157/0,0,1
16,158,97,116.161613622383,41.8303371199925,242.650980392157/1,0,0
138,28,69,116.161613622383,41.8303371199925,242.650980392157/0,1,0
154,26,67,116.161613622383,41.8303371199925,242.650980392157/0,1,0
107,248,18,116.161613622383,41.8303371199925,242.650980392157/0,0,1
125,36,50,116.161613622383,41.8303371199925,242.650980392157/0,1,0
14,158,103,116.161613622383,41.8303371199925,242.650980392157/1,0,0
14,153,105,116.161613622383,41.8303371199925,242.650980392157/1,0,0
108,234,25,116.161613622383,41.8303371199925,242.650980392157/0,0,1
106,242,26,116.161613622383,41.8303371199925,242.650980392157/0,0,1
93,33,63,116.161613622383,41.8303371199925,242.650980392157/0,1,0
109,243,25,116.161613622383,41.8303371199925,242.650980392157/0,0,1
108,246,21,116.161613622383,41.8303371199925,242.650980392157/0,0,1
108,249,20,116.161613622383,41.8303371199925,242.650980392157/0,0,1
14,164,99,116.161613622383,41.8303371199925,242.650980392157/1,0,0
14,162,100,116.161613622383,41.8303371199925,242.650980392157/1,0,0
113,230,23,116.161613622383,41.8303371199925,242.650980392157/0,0,1
15,157,91,116.161613622383,41.8303371199925,242.650980392157/1,0,0
105,240,26,116.161613622383,41.8303371199925,242.650980392157/0,0,1
15,159,94,116.161613622383,41.8303371199925,242.650980392157/1,0,0
165,29,67,116.161613622383,41.8303371199925,242.650980392157/0,1,0
108,251,20,116.161613622383,41.8303371199925,242.650980392157/0,0,1
14,162,101,116.161613622383,41.8303371199925,242.650980392157/1,0,0
14,158,103,116.161613622383,41.8303371199925,242.650980392157/1,0,0
14,165,88,116.161613622383,41.8303371199925,242.650980392157/1,0,0
117,237,22,116.161613622383,41.8303371199925,242.650980392157/0,0,1
126,38,76,116.161613622383,41.8303371199925,242.650980392157/0,1,0
98,32,65,116.161613622383,41.8303371199925,242.650980392157/0,1,0
128,29,70,116.161613622383,41.8303371199925,242.650980392157/0,1,0
16,164,93,116.161613622383,41.8303371199925,242.650980392157/1,0,0
107,248,22,116.161613622383,41.8303371199925,242.650980392157/0,0,1
14,152,107,116.161613622383,41.8303371199925,242.650980392157/1,0,0
114,212,20,116.161613622383,41.8303371199925,242.650980392157/0,0,1
15,159,90,116.161613622383,41.8303371199925,242.650980392157/1,0,0
116,234,19,116.161613622383,41.8303371199925,242.650980392157/0,0,1
15,158,91,116.161613622383,41.8303371199925,242.650980392157/1,0,0
14,158,96,116.161613622383,41.8303371199925,242.650980392157/1,0,0
14,154,95,116.161613622383,41.8303371199925,242.650980392157/1,0,0
14,146,100,116.161613622383,41.8303371199925,242.650980392157/1,0,0
113,247,26,116.161613622383,41.8303371199925,242.650980392157/0,0,1
